,dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url,Unnamed: 0
958,81.8 x 165 x 18.7 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",365 g,"4 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/29bc51ad,237.0
959,81.8 x 165 x 18.7 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",365 g,"4 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/29bc51ad,238.0
960,81.8 x 165 x 18.7 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",365 g,"6 GB, 1500 MHz",128 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/2d094aa4,239.0
961,81.8 x 166 x 15 mm,"4x 2.0 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 800 MHz,",282 g,"6 GB, 1800 MHz",128 GB,"6.1 in, IPS, 720 x 1560 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/21ea564d,194.0
962,82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/82bd53f4,195.0
963,82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ce28556d,196.0
964,82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ce28556d,197.0
965,82.8 x 176.5 x 14.55 mm,"4x 2.0 GHz ARM Cortex-A76, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC4, 750 MHz,",328 g,"8 GB, 2133 MHz",128 GB,"6.67 in, IPS, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 25 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5800 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f4085508,189.0
966,82.98 x 159.26 x 10.06 mm,"4x 2.7 GHz Krait 450,","Qualcomm Adreno 420, 600 MHz,",184 g,"3 GB, 800 MHz","32 GB, 64 GB","5.96 in, AMOLED, 1440 x 2560 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"3220 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/617b3011,
967,83 x 159 x 16 mm,"4x 1.2 GHz ARM Cortex-A53,","Qualcomm Adreno 306, 400 MHz",247 g,"2 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a1da4379,177.0
968,83.29 x 177.79 x 10.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",253 g,"8 GB, 12 GB, 2750 MHz","128 GB, 256 GB","7.1 in, Super AMOLED, 1440 x 3120 pixels, 24 bit","64 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b1895312,256.0
969,83.29 x 177.79 x 10.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",253 g,"8 GB, 12 GB, 2750 MHz","128 GB, 256 GB","7.1 in, Super AMOLED, 1440 x 3120 pixels, 24 bit","64 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b1895312,257.0
970,83.4 x 175.2 x 18.8 mm,"2x 2.6 GHz ARM Cortex-A78, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G68 MC4,",409 g,"12 GB, 2133 MHz",512 GB,"6.58 in, IPS, 1080 x 2408 pixels, 24 bit","12000 x 9000 pixels, 3840 x 2160 pixels, 20 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"9600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/608d5e6f,198.0
