,dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url
133,71.8 x 149.2 x 7.7 mm,"4x 2.36 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-T830 MP2,",152 g,"4 GB, 933 MHz","32 GB, 64 GB, 128 GB","5.84 in, IPS, 1080 x 2280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/50074ace
134,76.6 x 160.4 x 7.8 mm,"4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G51 MP4,",175 g,4 GB,128 GB,"6.5 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3750 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/257d52fb
135,205 x 125 x 8.9 mm,"Intel Bay Trail, 1830 MHz,","Intel HD Graphics, 646 MHz",360 g,"2 GB, 1333 MHz",16 GB,"8 in, IPS, 1200 x 800 pixels, 24 bit",1600 x 1200 pixels,"b, g, n","2.0, Micro USB",4.0,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dac53516
136,205 x 125 x 8.9 mm,"Intel Bay Trail, 1830 MHz,","Intel HD Graphics, 646 MHz",360 g,"2 GB, 1333 MHz",16 GB,"8 in, IPS, 1200 x 800 pixels, 24 bit",1600 x 1200 pixels,"b, g, n","2.0, Micro USB",4.0,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dac53516
137,74.2 x 163.8 x 9 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 1000 MHz,",197 g,"12 GB, 2133 MHz",256 GB,"6.78 in, AMOLED, 1080 x 2400 pixels, 24 bit","12000 x 9000 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.2,"5050 mAh, Li-Ion",https://www.devicespecifications.com/en/model/0a715f13
138,78 x 168 x 11.4 mm,"1x 2.0 GHz ARM Cortex-A75, 3x 1.8 GHz ARM Cortex-A55,","IMG PowerVR GE8300, 800 MHz",230 g,"3 GB, 4 GB, 933 MHz","64 GB, 128 GB","5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"4400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/655654f6
139,75.5 x 155.9 x 8.3 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",165 g,"3 GB, 4 GB, 1600 MHz","32 GB, 64 GB","6.22 in, IPS, 720 x 1520 pixels","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4230 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c9ef5376
140,75.5 x 155.9 x 8.3 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",165 g,"3 GB, 4 GB, 1600 MHz","32 GB, 64 GB","6.22 in, IPS, 720 x 1520 pixels","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4230 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c9ef5376
141,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c
142,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c
143,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c
144,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c
145,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83
146,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83
147,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83
148,76.6 x 164.5 x 9.1 mm,"1x 2.0 GHz ARM Cortex-A75, 3x 1.8 GHz ARM Cortex-A55,","IMG PowerVR GE8300, 800 MHz",204 g,"4 GB, 6 GB, 1333 MHz","64 GB, 128 GB","6.52 in, IPS, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/db0559ff
149,76.6 x 164.5 x 9.1 mm,"1x 2.0 GHz ARM Cortex-A75, 3x 1.8 GHz ARM Cortex-A55,","IMG PowerVR GE8300, 800 MHz",204 g,"4 GB, 6 GB, 1333 MHz","64 GB, 128 GB","6.52 in, IPS, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/db0559ff
150,76.6 x 164.5 x 9.1 mm,"1x 2.0 GHz ARM Cortex-A75, 3x 1.8 GHz ARM Cortex-A55,","IMG PowerVR GE8300, 800 MHz",204 g,"4 GB, 6 GB, 1333 MHz","64 GB, 128 GB","6.52 in, IPS, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/db0559ff
151,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c
152,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83
153,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83
154,76.35 x 163.98 x 8.9 mm,"1x 3.3 GHz Cortex-X4, 5x 3.2 GHz Cortex-A720, 2x 2.3 GHz Cortex-A520","Qualcomm Adreno 750, 903 MHz",229 g,"16 GB, 24 GB, 4266 MHz","256 GB, 512 GB, 1024 GB","6.8 in, AMOLED, 1116 x 2480 pixels, 30 bit","8190 x 6120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi 7 (be), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.3,"5500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/75215e56
155,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83
156,69.4 x 141.2 x 9.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",140 g,"2 GB, 533 MHz",16 GB,"5.5 in, IPS, 540 x 1132 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"2500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/1dd74b92
157,69.4 x 141.2 x 9.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",140 g,"2 GB, 533 MHz",16 GB,"5.5 in, IPS, 540 x 1132 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"2500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/1dd74b92
158,75.5 x 163.9 x 8.3 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",180 g,"4 GB, 1600 MHz",128 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","4096 x 3072 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4230 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5af752fa
159,75.6 x 163.6 x 9.1 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",195 g,"3 GB, 4 GB, 1866 MHz","64 GB, 128 GB","6.5 in, IPS, 720 x 1600 pixels","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6507521b
160,72.9 x 156.4 x 8.9 mm,"1x 2.0 GHz ARM Cortex-A75, 3x 1.8 GHz ARM Cortex-A55,","IMG PowerVR GE8300, 800 MHz",156 g,"3 GB, 1333 MHz",64 GB,"6.09 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4280 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/461658e7
161,72 x 146 x 10 mm,"4x 1.3 GHz ARM cortex-A7,","ARM Mali-400 MP1, 500 MHz,",143 g,"2 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/26634e97
162,75.5 x 163.8 x 8.1 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",184 g,"8 GB, 1866 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ca355374
163,75 x 162.2 x 7.9 mm,"2x 2.0 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3,",175 g,"4 GB, 6 GB, 2133 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4624 x 3468 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4040 mAh, Li-Ion",https://www.devicespecifications.com/en/model/e9c05534
164,75 x 162.2 x 7.9 mm,"2x 2.0 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3,",175 g,"4 GB, 6 GB, 2133 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4624 x 3468 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4040 mAh, Li-Ion",https://www.devicespecifications.com/en/model/e9c05534
165,70.4 x 145.3 x 9.9 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"2650 mAh, Li-Ion",https://www.devicespecifications.com/en/model/2a194fd6
166,75.4 x 155.9 x 8.2 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",170 g,"2 GB, 3 GB, 4 GB, 1600 MHz","32 GB, 64 GB","6.2 in, IPS, 720 x 1520 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Display","2.0, Micro USB",4.2,"4230 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/9e905057
167,74 x 156.8 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",172 g,"4 GB, 933 MHz",64 GB,"6.09 in, IPS, 600 x 1280 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4080 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1630550f
168,74 x 156.8 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",172 g,"4 GB, 933 MHz",64 GB,"6.09 in, IPS, 600 x 1280 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4080 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1630550f
169,74 x 156.8 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",170 g,"3 GB, 933 MHz",16 GB,"6.09 in, IPS, 600 x 1280 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4080 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/2a9650d8
170,72.9 x 154.7 x 9.2 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",172 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.09 in, IPS, 720 x 1560 pixels, 24 bit","4224 x 3126 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8e0e5360
171,74.9 x 158.7 x 8.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",212 g,"4 GB, 1500 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4150 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/9dec5377
172,74.9 x 158.7 x 8.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",212 g,"4 GB, 1500 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4150 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/9dec5377
173,74.9 x 158.7 x 8.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",212 g,"4 GB, 1500 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4150 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/9dec5377
174,75.5 x 162.2 x 7.9 mm,"2x 2.0 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3,",175 g,"4 GB, 6 GB, 8 GB, 2133 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4040 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a6e453fa
175,72.9 x 159.8 x 7.45 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",163 g,"6 GB, 1866 MHz",128 GB,"6.44 in, AMOLED, 1080 x 2400 pixels, 24 bit","4624 x 3468 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4015 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a1f154b4
176,77.14 x 164 x 9.45 mm,"4x 1.25 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",195 g,"3 GB, 640 MHz",32 GB,"6.53 in, IPS, 720 x 1600 pixels, 24 bit","4608 x 3456 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Display","2.0, USB Type-C",4.0,"4150 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/3ced54c8
177,83 x 159 x 16 mm,"4x 1.2 GHz ARM Cortex-A53,","Qualcomm Adreno 306, 400 MHz",247 g,"2 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a1da4379
178,77 x 162.75 x 8.8 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",180 g,"4 GB, 933 MHz",64 GB,"6.49 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4680 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6a665531
179,77 x 162.75 x 8.8 mm,"4x 2.6 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",180 g,"4 GB, 1600 MHz",64 GB,"6.49 in, IPS, 720 x 1560 pixels, 24 bit","4224 x 3136 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4680 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ca2e5298
180,75.6 x 163.6 x 9.1 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",195 g,"4 GB, 8 GB, 1866 MHz",128 GB,"6.5 in, IPS, 720 x 1600 pixels","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dd36521a
181,75.6 x 163.6 x 9.1 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",195 g,"4 GB, 8 GB, 1866 MHz",128 GB,"6.5 in, IPS, 720 x 1600 pixels","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dd36521a
182,81.4 x 168 x 12.6 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",251 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"5400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d8034dc5
183,81.4 x 168 x 12.6 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",251 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"5400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d8034dc5
184,73.3 x 160.2 x 7.9 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",172 g,"8 GB, 1800 MHz",128 GB,"6.4 in, AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4025 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d10152a9
185,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e
186,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e
187,79 x 152.5 x 12.5 mm,"4x 1.4 GHz ARM Cortex-A53, 4x 1.61 GHz ARM Cortex-A53,","Qualcomm Adreno 505, 450 MHz",213 g,"3 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/05854d24
188,74.2 x 148.2 x 8 mm,"4x 2.2 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 508, 700 MHz",165 g,"4 GB, 1333 MHz",64 GB,"5.99 in, IGZO, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"2900 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/2d474c63
