dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
263.3 x 168.2 x 11.8 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",756 g,"8 GB, 1866 MHz",128 GB,"11 in, IPS, 2000 x 1200 pixels, 24 bit","4602 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"10000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/06015ea7
263.3 x 168.2 x 11.8 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",756 g,"8 GB, 1866 MHz",128 GB,"11 in, IPS, 2000 x 1200 pixels, 24 bit","4602 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"10000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/06015ea7
70.3 x 147 x 9.8 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",159 g,"3 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4080 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0d3c4b98
70.3 x 147 x 9.8 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",159 g,"3 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4080 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0d3c4b98
72.5 x 154 x 8.4 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",166 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","5.99 in, AMOLED, 1080 x 2160 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"3550 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/47a3481a
74.99 x 157.9 x 8.5 mm,"4x 1.8 GHz ARM Cortex-A72, 4x 1.4 GHz ARM Cortex-A53,","Qualcomm Adreno 510, 600 MHz",185 g,"4 GB, 933 MHz",64 GB,"6 in, Super LCD 5, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3930 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a4874806
74.99 x 157.9 x 8.5 mm,"4x 1.8 GHz ARM Cortex-A72, 4x 1.4 GHz ARM Cortex-A53,","Qualcomm Adreno 510, 600 MHz",185 g,"4 GB, 933 MHz",64 GB,"6 in, Super LCD 5, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3930 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a4874806
78.1 x 171.2 x 9.4 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",215 g,"8 GB, 2133 MHz",256 GB,"6.8 in, IPS, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a3cd53e2
77.6 x 162.5 x 8.7 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",187 g,"6 GB, 8 GB, 1800 MHz","128 GB, 256 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/698b52cd
77.6 x 162.5 x 8.7 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",187 g,"6 GB, 8 GB, 1800 MHz","128 GB, 256 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/698b52cd
74.98 x 157 x 6.97 mm,"4x 2.36 GHz ARM Cortex-A73, 4x 1.84 GHz ARM Cortex-A53,","ARM Mali-G72 MP12, 767 MHz,",172 g,"4 GB, 6 GB, 1833 MHz","64 GB, 128 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3750 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bfb1472a
74.2 x 161.3 x 7.38 mm,"2x 2.2 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 470),","Qualcomm Adreno 618, 700 MHz",172 g,"8 GB, 1866 MHz",128 GB,"6.44 in, AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6920 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/f214553b
74.2 x 161.3 x 7.38 mm,"2x 2.2 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 470),","Qualcomm Adreno 618, 700 MHz",172 g,"8 GB, 1866 MHz",128 GB,"6.44 in, AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6920 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/f214553b
74.08 x 161 x 7.83 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",171 g,"8 GB, 1866 MHz",128 GB,"6.44 in, AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4100 mAh, Li-Ion",https://www.devicespecifications.com/en/model/9193549b
75.8 x 158.7 x 7.7 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",169 g,"6 GB, 1866 MHz","64 GB, 128 GB","6.4 in, P-OLED, 1440 x 3120 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c57f4c43
76.1 x 159.2 x 8.3 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",183 g,"6 GB, 2133 MHz",128 GB,"6.4 in, OLED, 1440 x 3120 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi 6 (ax)","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/714f4f96
75.8 x 159.3 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",192 g,"6 GB, 8 GB, 2133 MHz",128 GB,"6.4 in, OLED, 1080 x 2340 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a1bb5200
73.2 x 147.9 x 7.65 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",145 g,"3 GB, 4 GB, 800 MHz",32 GB,"5.2 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7f6f4594
73.2 x 147.9 x 7.65 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",145 g,"3 GB, 4 GB, 800 MHz",32 GB,"5.2 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7f6f4594
74.1 x 167.1 x 7.85 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",180 g,"8 GB, 2133 MHz",128 GB,"6.8 in, pOLED, 1080 x 2460 pixels, 24 bit","8000 x 6000 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1c5f5382
75.8 x 158.6 x 15.4 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",257 g,"4 GB, 1500 MHz",64 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ae224cf4
85.3 x 176.6 x 16.5 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",350 g,"4 GB, 933 MHz",64 GB,"6 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6a514bf7
85.3 x 176.6 x 16.5 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",350 g,"4 GB, 933 MHz",64 GB,"6 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6a514bf7
74.2 x 153.8 x 18.3 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",202 g,"4 GB, 1600 MHz",64 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"8000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/781d53e7
74.2 x 153.8 x 18.3 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",202 g,"4 GB, 1600 MHz",64 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"8000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/781d53e7
81 x 174 x 17.3 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"6 GB, 1800 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5a0d533e
81 x 174 x 17.3 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"6 GB, 1800 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5a0d533e
81 x 174 x 17 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",,"8 GB, 1866 MHz",128 GB,"6.53 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"8000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/3f4c53e5
84.7 x 178 x 12.9 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",260 g,"4 GB, 1600 MHz",64 GB,"6.49 in, IPS, 720 x 1560 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c28054ab
76 x 159.5 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",198 g,"4 GB, 6 GB, 1500 MHz","64 GB, 128 GB","6 in, IPS, 1080 x 2160 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.0,"6200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/84f2476c
73.3 x 146.2 x 9.7 mm,"2x 1.6 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",172 g,"3 GB, 1866 MHz",32 GB,"5 in, PLS, 720 x 1280 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"2800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/3ba450fc
71.8 x 142.6 x 7.1 mm,"4x 1.2 GHz ARM Cortex-A53,","Qualcomm Adreno 306, 400 MHz",120 g,"2 GB, 533 MHz",16 GB,"4.93 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.1,"2300 mAh, Li-Ion",https://www.devicespecifications.com/en/model/c5ee3a18
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
86 x 169 x 15.9 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",330 g,"6 GB, 1600 MHz",128 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/158c54a9
86 x 169 x 15.9 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",330 g,"6 GB, 1600 MHz",128 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/158c54a9
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe
