dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery
72 x 146 x 10 mm,"4x 1.3 GHz ARM cortex-A7,","ARM Mali-400 MP1, 500 MHz,",143 g,"2 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3200 mAh, Li-Ion"
75.5 x 163.8 x 8.1 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",184 g,"8 GB, 1866 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer"
75 x 162.2 x 7.9 mm,"2x 2.0 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3,",175 g,"4 GB, 6 GB, 2133 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4624 x 3468 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4040 mAh, Li-Ion"
75 x 162.2 x 7.9 mm,"2x 2.0 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3,",175 g,"4 GB, 6 GB, 2133 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4624 x 3468 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4040 mAh, Li-Ion"
70.4 x 145.3 x 9.9 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"2650 mAh, Li-Ion"
75.4 x 155.9 x 8.2 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",170 g,"2 GB, 3 GB, 4 GB, 1600 MHz","32 GB, 64 GB","6.2 in, IPS, 720 x 1520 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Display","2.0, Micro USB",4.2,"4230 mAh, Li-Polymer"
74 x 156.8 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",172 g,"4 GB, 933 MHz",64 GB,"6.09 in, IPS, 600 x 1280 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4080 mAh, Li-Polymer"
74 x 156.8 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",172 g,"4 GB, 933 MHz",64 GB,"6.09 in, IPS, 600 x 1280 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4080 mAh, Li-Polymer"
74 x 156.8 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",170 g,"3 GB, 933 MHz",16 GB,"6.09 in, IPS, 600 x 1280 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",4.2,"4080 mAh, Li-Polymer"
72.9 x 154.7 x 9.2 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",172 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.09 in, IPS, 720 x 1560 pixels, 24 bit","4224 x 3126 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer"
74.9 x 158.7 x 8.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",212 g,"4 GB, 1500 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4150 mAh, Li-Polymer"
74.9 x 158.7 x 8.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",212 g,"4 GB, 1500 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4150 mAh, Li-Polymer"
74.9 x 158.7 x 8.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",212 g,"4 GB, 1500 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4150 mAh, Li-Polymer"
75.5 x 162.2 x 7.9 mm,"2x 2.0 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3,",175 g,"4 GB, 6 GB, 8 GB, 2133 MHz",128 GB,"6.5 in, IPS, 1080 x 2400 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4040 mAh, Li-Polymer"
72.9 x 159.8 x 7.45 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",163 g,"6 GB, 1866 MHz",128 GB,"6.44 in, AMOLED, 1080 x 2400 pixels, 24 bit","4624 x 3468 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4015 mAh, Li-Polymer"
77.14 x 164 x 9.45 mm,"4x 1.25 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",195 g,"3 GB, 640 MHz",32 GB,"6.53 in, IPS, 720 x 1600 pixels, 24 bit","4608 x 3456 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Display","2.0, USB Type-C",4.0,"4150 mAh, Li-Polymer"
83 x 159 x 16 mm,"4x 1.2 GHz ARM Cortex-A53,","Qualcomm Adreno 306, 400 MHz",247 g,"2 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4050 mAh, Li-Polymer"
77 x 162.75 x 8.8 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",180 g,"4 GB, 933 MHz",64 GB,"6.49 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4680 mAh, Li-Polymer"
77 x 162.75 x 8.8 mm,"4x 2.6 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",180 g,"4 GB, 1600 MHz",64 GB,"6.49 in, IPS, 720 x 1560 pixels, 24 bit","4224 x 3136 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4680 mAh, Li-Polymer"
75.6 x 163.6 x 9.1 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",195 g,"4 GB, 8 GB, 1866 MHz",128 GB,"6.5 in, IPS, 720 x 1600 pixels","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer"
75.6 x 163.6 x 9.1 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",195 g,"4 GB, 8 GB, 1866 MHz",128 GB,"6.5 in, IPS, 720 x 1600 pixels","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer"
81.4 x 168 x 12.6 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",251 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"5400 mAh, Li-Polymer"
81.4 x 168 x 12.6 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",251 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"5400 mAh, Li-Polymer"
73.3 x 160.2 x 7.9 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",172 g,"8 GB, 1800 MHz",128 GB,"6.4 in, AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4025 mAh, Li-Polymer"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
79 x 152.5 x 12.5 mm,"4x 1.4 GHz ARM Cortex-A53, 4x 1.61 GHz ARM Cortex-A53,","Qualcomm Adreno 505, 450 MHz",213 g,"3 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"3500 mAh, Li-Polymer"
74.2 x 148.2 x 8 mm,"4x 2.2 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 508, 700 MHz",165 g,"4 GB, 1333 MHz",64 GB,"5.99 in, IGZO, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"2900 mAh, Li-Polymer"
82.8 x 176.5 x 14.55 mm,"4x 2.0 GHz ARM Cortex-A76, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC4, 750 MHz,",328 g,"8 GB, 2133 MHz",128 GB,"6.67 in, IPS, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 25 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5800 mAh, Li-Polymer"
164.8 x 79.2 x 18.15 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",364 g,"6 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","5312 x 3984 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"10300 mAh, Li-Polymer"
164.8 x 79.2 x 18.15 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",364 g,"6 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","5312 x 3984 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"10300 mAh, Li-Polymer"
81 x 165.85 x 13.55 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",290 g,"4 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5500 mAh, Li-Polymer"
81 x 165.85 x 13.55 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",290 g,"4 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5500 mAh, Li-Polymer"
81.8 x 166 x 15 mm,"4x 2.0 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 800 MHz,",282 g,"6 GB, 1800 MHz",128 GB,"6.1 in, IPS, 720 x 1560 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer"
82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer"
82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer"
82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer"
83.4 x 175.2 x 18.8 mm,"2x 2.6 GHz ARM Cortex-A78, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G68 MC4,",409 g,"12 GB, 2133 MHz",512 GB,"6.58 in, IPS, 1080 x 2408 pixels, 24 bit","12000 x 9000 pixels, 3840 x 2160 pixels, 20 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"9600 mAh, Li-Polymer"
83.4 x 175.2 x 18.8 mm,"2x 2.6 GHz ARM Cortex-A78, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G68 MC4,",409 g,"12 GB, 2133 MHz",512 GB,"6.58 in, IPS, 1080 x 2408 pixels, 24 bit","12000 x 9000 pixels, 3840 x 2160 pixels, 20 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"9600 mAh, Li-Polymer"
77.5 x 158 x 13.85 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",235 g,"2 GB, 533 MHz",32 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"5000 mAh, Li-Polymer"
77.5 x 158 x 13.85 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",235 g,"4 GB, 1600 MHz",64 GB,"5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"5000 mAh, Li-Polymer"
77.5 x 158 x 13.85 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",235 g,"4 GB, 1600 MHz",64 GB,"5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"5000 mAh, Li-Polymer"
78.9 x 150 x 14.4 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",227 g,"4 GB, 1600 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer"
78.9 x 150 x 14.6 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",234 g,"4 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer"
78.9 x 150 x 14.6 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",234 g,"4 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer"
79 x 160.3 x 13.8 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",256 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4096 x 3072 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5080 mAh, Li-Polymer"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
75.04 x 164.65 x 7.55 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 1000 MHz,",,"8 GB, 2133 MHz",256 GB,"6.78 in, AMOLED, 1080 x 2436 pixels, 30 bit","12000 x 9000 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.2,"5000 mAh, Li-Polymer"
75.04 x 164.65 x 7.55 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 1000 MHz,",,"8 GB, 2133 MHz",256 GB,"6.78 in, AMOLED, 1080 x 2436 pixels, 30 bit","12000 x 9000 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.2,"5000 mAh, Li-Polymer"
76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion"
76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion"
78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer"
80 x 171 x 11.9 mm,"2x 2.2 GHz ARM Cortex-A78, 6x 2.0 GHz ARM Cortex-A55,",IMG BXM-8-256,268 g,"6 GB, 2133 MHz",128 GB,"6.58 in, IPS, 1080 x 2400 pixels, 24 bit","8190 x 6120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.1,"5000 mAh, Li-Ion"
71 x 133 x 10.8 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T760 MP2, 650 MHz,",135 g,"1 GB, 800 MHz",8 GB,"4.7 in, IPS, 540 x 960 pixels, 24 bit","2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"2300 mAh, Li-Ion"
75.85 x 155.2 x 10.3 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",210 g,"4 GB, 933 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"5050 mAh, Li-Polymer"
75.85 x 155.2 x 10.3 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",210 g,"4 GB, 933 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"5050 mAh, Li-Polymer"
76.9 x 160.8 x 10.5 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",180 g,"2 GB, 667 MHz",16 GB,"6.19 in, IPS, 720 x 1500 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"4850 mAh, Li-Polymer"
260.11 x 164.71 x 7.95 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",539 g,"8 GB, 1866 MHz",256 GB,"12 in, IPS, 2000 x 1200 pixels, 24 bit","4130 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"7680 mAh, Li-Ion"
78.1 x 157.5 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",261 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"5580 mAh, Li-Polymer"
78.1 x 157.5 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",261 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"5580 mAh, Li-Polymer"
