dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery
77.2 x 162.33 x 7.9 mm,"2x 2.73 GHz Exynos M4 Cheetah, 2x 2.4 GHz Cortex-A75, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP12, 754 MHz,",196 g,"12 GB, 2093 MHz","256 GB, 512 GB","6.8 in, Dynamic AMOLED, 1440 x 3040 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4300 mAh, Li-Polymer"
74.8 x 162.5 x 8.6 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",195 g,"6 GB, 1794 MHz","64 GB, 128 GB, 256 GB","6.3 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3300 mAh, Li-Polymer"
74.8 x 162.5 x 8.6 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",195 g,"6 GB, 1794 MHz","64 GB, 128 GB, 256 GB","6.3 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3300 mAh, Li-Polymer"
74.8 x 162.5 x 8.6 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",195 g,"6 GB, 1794 MHz","64 GB, 128 GB, 256 GB","6.3 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3300 mAh, Li-Polymer"
76.4 x 161.9 x 8.8 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",201 g,"6 GB, 8 GB, 1794 MHz","128 GB, 512 GB","6.4 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.4 x 161.9 x 8.8 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",201 g,"6 GB, 8 GB, 1794 MHz","128 GB, 512 GB","6.4 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.4 x 161.9 x 8.8 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",201 g,"6 GB, 8 GB, 1794 MHz","128 GB, 512 GB","6.4 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.4 x 161.9 x 8.8 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",201 g,"6 GB, 8 GB, 1794 MHz","128 GB, 512 GB","6.4 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.4 x 161.9 x 8.8 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",201 g,"6 GB, 8 GB, 1794 MHz","128 GB, 512 GB","6.4 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.4 x 161.9 x 8.8 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",201 g,"6 GB, 8 GB, 1794 MHz","128 GB, 512 GB","6.4 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.4 x 161.9 x 8.8 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",201 g,"6 GB, 8 GB, 1794 MHz","128 GB, 512 GB","6.4 in, Super AMOLED, 1440 x 2960 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.1 x 163.7 x 8.7 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",199 g,"6 GB, 8 GB, 1794 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer"
76.1 x 163.7 x 8.7 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",199 g,"6 GB, 8 GB, 1794 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer"
75.2 x 161.6 x 8.3 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",192 g,"8 GB, 2750 MHz","128 GB, 256 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.2, USB Type-C",5.0,"4300 mAh, Li-Polymer"
75.2 x 161.6 x 8.3 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",192 g,"8 GB, 2750 MHz","128 GB, 256 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.2, USB Type-C",5.0,"4300 mAh, Li-Polymer"
75.2 x 161.6 x 8.3 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",192 g,"8 GB, 2750 MHz",256 GB,"6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.2, USB Type-C",5.0,"4300 mAh, Li-Polymer"
77.2 x 164.8 x 8.1 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",208 g,"12 GB, 2750 MHz","128 GB, 256 GB, 512 GB","6.9 in, Dynamic AMOLED 2X, 1440 x 3088 pixels, 24 bit","12000 x 9000 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
77.2 x 164.8 x 8.1 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",208 g,"12 GB, 2750 MHz","128 GB, 256 GB, 512 GB","6.9 in, Dynamic AMOLED 2X, 1440 x 3088 pixels, 24 bit","12000 x 9000 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
77.2 x 164.8 x 8.1 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",208 g,"12 GB, 2750 MHz","128 GB, 256 GB, 512 GB","6.9 in, Dynamic AMOLED 2X, 1440 x 3088 pixels, 24 bit","12000 x 9000 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
77.2 x 164.8 x 8.1 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",208 g,"8 GB, 2750 MHz","256 GB, 512 GB","6.9 in, Dynamic AMOLED 2X, 1440 x 3088 pixels, 24 bit","12000 x 9000 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
74.1 x 157.6 x 7.8 mm,"2x 2.73 GHz Exynos M4 Cheetah, 2x 2.31 GHz Cortex-A75, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP12, 720 MHz,",175 g,"8 GB, 12 GB, 2093 MHz","128 GB, 512 GB, 1024 GB","6.4 in, Dynamic AMOLED, 1440 x 3040 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4100 mAh, Li-Ion"
74.1 x 157.6 x 7.8 mm,"2x 2.73 GHz Exynos M4 Cheetah, 2x 2.31 GHz Cortex-A75, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP12, 720 MHz,",175 g,"8 GB, 12 GB, 2093 MHz","128 GB, 512 GB, 1024 GB","6.4 in, Dynamic AMOLED, 1440 x 3040 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"4100 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.6 x 162.5 x 8.1 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",186 g,"6 GB, 8 GB, 2133 MHz","128 GB, 512 GB","6.7 in, Super AMOLED Plus, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
69.9 x 142.2 x 7.9 mm,"2x 2.73 GHz Exynos M4 Cheetah, 2x 2.31 GHz Cortex-A75, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP12, 720 MHz,",150 g,"6 GB, 8 GB, 2093 MHz","128 GB, 256 GB","5.8 in, Dynamic AMOLED, 1080 x 2280 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3100 mAh, Li-Ion"
69.9 x 142.2 x 7.9 mm,"2x 2.73 GHz Exynos M4 Cheetah, 2x 2.31 GHz Cortex-A75, 4x 1.95 GHz Cortex-A55","ARM Mali-G76 MP12, 720 MHz,",150 g,"6 GB, 8 GB, 2093 MHz","128 GB, 256 GB","5.8 in, Dynamic AMOLED, 1080 x 2280 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3100 mAh, Li-Ion"
69.1 x 151.7 x 7.9 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",163 g,"8 GB, 2750 MHz",128 GB,"6.2 in, Dynamic AMOLED 2X, 1440 x 3200 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4000 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
74.5 x 159.8 x 8.4 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",190 g,"6 GB, 8 GB, 2750 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4500 mAh, Li-Polymer"
69.1 x 151.7 x 7.9 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",163 g,"8 GB, 2750 MHz",128 GB,"6.2 in, Dynamic AMOLED 2X, 1440 x 3200 pixels, 24 bit","4032 x 3024 pixels, 7680 x 4320 pixels, 24 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"4000 mAh, Li-Polymer"
