,volume,cpu,gpu,weigth,storage,popularity,sellers_amount,screen_size,memory_size,battery_size,blue,price
892,139214.0,5.0,680.0,,,955,13,6.3,128.0,5150.0,4.2,8904.0
893,139214.0,5.0,680.0,,,445,7,6.3,256.0,5150.0,4.2,9430.0
894,139214.0,5.0,680.0,,,534,8,6.22,128.0,6350.0,4.2,7791.0
895,139214.0,5.0,680.0,,,139,5,6.22,128.0,6350.0,4.2,7842.0
896,139214.0,5.0,680.0,,,438,4,6.22,128.0,6350.0,4.2,7903.0
897,139214.0,5.0,680.0,,,282,1,3.0,,18800.0,4.2,899.0
898,139214.0,5.0,680.0,,,51,1,5.5,16.0,3000.0,4.2,1799.0
899,139214.0,5.0,680.0,,,99,5,5.5,16.0,3000.0,4.2,2299.0
900,139214.0,5.0,680.0,,,40,5,5.5,16.0,3000.0,4.2,2299.0
901,139214.0,5.0,680.0,,,90,5,5.5,16.0,3000.0,4.2,2299.0
902,139214.0,5.0,680.0,,,72,8,5.5,16.0,3000.0,4.2,2775.0
903,139214.0,5.0,680.0,,,60,1,5.0,16.0,2000.0,4.2,1599.0
904,190908.0,6.0,570.0,253.0,16.0,292,1,1.77,0.032,600.0,4.1,249.0
905,121405.0,57.0,625.0,220.0,,331,1,1.77,0.032,600.0,5.0,249.0
906,170424.0,8.0,660.0,227.0,32.0,593,2,5.5,16.0,2960.0,5.0,2142.0
907,172791.0,7.0,550.0,234.0,32.0,57,3,6.52,32.0,4000.0,5.0,2999.0
908,172791.0,7.0,550.0,234.0,32.0,656,6,6.52,32.0,4000.0,5.0,2321.0
909,150593.0,5.0,598.0,213.0,16.0,1058,49,6.6,128.0,5000.0,4.1,3762.0
910,150593.0,36.0,450.0,213.0,32.0,1074,51,6.6,64.0,5000.0,4.1,3583.0
911,174759.0,43.0,600.0,256.0,64.0,837,38,6.52,32.0,5000.0,5.0,2769.0
912,130326.0,43.0,600.0,225.0,64.0,799,34,6.52,64.0,5000.0,5.0,3193.0
913,163297.0,70.0,1000.0,243.0,64.0,1005,45,6.8,128.0,5000.0,4.1,4129.0
914,163297.0,70.0,1000.0,243.0,64.0,983,44,6.8,64.0,5000.0,4.1,3750.0
915,183849.0,52.0,900.0,285.0,128.0,501,5,8.1,256.0,3577.0,5.0,44232.0
916,183849.0,52.0,900.0,285.0,128.0,86,2,2.4,0.032,2100.0,5.0,1048.0
917,177111.0,5.0,500.0,238.0,16.0,36,2,2.4,0.032,2100.0,4.0,1048.0
918,177111.0,5.0,500.0,238.0,16.0,649,1,5.5,16.0,4080.0,4.0,1949.0
919,177111.0,5.0,500.0,238.0,16.0,648,1,5.5,16.0,4080.0,4.0,1949.0
920,177111.0,43.0,600.0,487.0,64.0,707,41,1.77,,1150.0,5.0,294.0
921,177111.0,43.0,600.0,487.0,64.0,949,17,2.4,,1150.0,5.0,366.0
922,177111.0,43.0,600.0,487.0,64.0,428,30,2.8,,1500.0,5.0,536.0
923,190800.0,8.0,660.0,268.0,32.0,547,28,2.8,,1900.0,4.2,614.0
924,215166.0,67.0,900.0,,128.0,518,3,5.99,128.0,3620.0,4.2,5095.0
925,162792.0,52.0,,268.0,128.0,682,2,5.5,64.0,3000.0,5.1,5649.0
926,182218.0,5.0,500.0,236.0,16.0,20,1,5.5,64.0,3000.0,4.0,5899.0
927,182218.0,5.0,500.0,236.0,16.0,579,10,6.8,256.0,5000.0,4.0,19649.0
928,182218.0,5.0,500.0,236.0,16.0,372,3,6.53,256.0,3500.0,4.0,6615.0
929,267177.0,66.0,680.0,408.0,64.0,354,3,6.53,256.0,3500.0,5.0,6615.0
930,194445.0,24.0,650.0,275.0,64.0,231,1,5.9,128.0,3750.0,4.1,6980.0
931,209670.0,48.0,650.0,284.0,64.0,19,2,1.8,0.032,600.0,5.0,249.0
932,205902.0,24.0,650.0,287.0,32.0,894,26,6.44,128.0,4000.0,4.0,11632.0
933,205902.0,24.0,650.0,287.0,32.0,935,9,6.44,128.0,4000.0,4.0,11360.0
934,182028.0,52.0,900.0,290.0,128.0,684,9,6.44,128.0,4100.0,5.0,8762.0
935,182028.0,52.0,900.0,290.0,128.0,5,14,2.4,0.032,1000.0,5.0,326.0
936,201997.0,67.0,900.0,322.0,128.0,264,20,2.8,0.032,1450.0,4.1,400.0
937,201997.0,67.0,900.0,322.0,128.0,276,20,2.8,0.032,1450.0,4.1,400.0
938,201997.0,67.0,900.0,322.0,128.0,919,2,6.4,128.0,3300.0,4.1,6874.0
939,239598.0,52.0,900.0,,128.0,1081,3,6.4,128.0,4000.0,5.0,9798.0
940,243826.0,67.0,900.0,,128.0,1100,2,6.4,256.0,4000.0,5.0,10499.0
941,243826.0,67.0,900.0,,128.0,344,2,5.7,64.0,4000.0,5.0,6186.0
942,222546.0,67.0,900.0,283.0,128.0,363,2,5.7,64.0,4000.0,4.1,6186.0
943,222546.0,67.0,900.0,283.0,128.0,779,7,6.8,128.0,4300.0,4.1,15525.0
944,170391.0,67.0,900.0,268.0,128.0,9,2,5.5,64.0,5000.0,4.2,3404.0
945,170391.0,67.0,900.0,268.0,128.0,681,7,6.0,64.0,10000.0,4.2,4449.0
946,170391.0,67.0,900.0,268.0,128.0,33,3,6.0,64.0,10000.0,4.2,4433.0
947,170391.0,67.0,900.0,268.0,128.0,728,3,5.5,32.0,8000.0,4.2,3149.0
948,170391.0,67.0,900.0,268.0,128.0,969,14,5.5,64.0,8000.0,4.2,3813.0
949,200793.0,70.0,1000.0,284.0,64.0,1085,13,6.3,128.0,10000.0,4.2,5231.0
950,210703.0,49.0,700.0,310.0,128.0,939,16,6.3,128.0,10000.0,5.0,6628.0
951,210703.0,49.0,700.0,310.0,128.0,932,21,6.53,128.0,8000.0,5.0,9981.0
952,210703.0,49.0,700.0,310.0,128.0,820,11,6.49,64.0,5000.0,5.0,4897.0
953,172307.0,14.0,600.0,251.0,,766,2,6.0,64.0,6200.0,4.0,2823.0
954,172307.0,14.0,600.0,251.0,,944,33,5.0,32.0,2800.0,4.0,7130.0
955,143338.0,80.0,710.0,216.0,,348,2,4.93,16.0,2300.0,5.0,2749.0
956,143338.0,80.0,710.0,216.0,,690,12,2.4,,800.0,5.0,647.0
957,143338.0,80.0,710.0,216.0,,454,6,2.4,0.032,2500.0,5.0,950.0
958,252393.0,67.0,900.0,365.0,64.0,459,6,2.4,0.032,2500.0,4.2,950.0
959,252393.0,67.0,900.0,365.0,64.0,723,37,5.5,128.0,9000.0,4.2,9323.0
960,252393.0,60.0,770.0,365.0,128.0,485,23,5.5,128.0,9000.0,4.1,9348.0
961,203682.0,64.0,800.0,282.0,128.0,903,27,5.7,64.0,6500.0,4.2,6883.0
962,206886.0,52.0,900.0,320.0,128.0,317,52,1.77,,1000.0,5.0,311.0
963,206886.0,52.0,900.0,320.0,128.0,483,109,1.77,,1000.0,5.0,328.0
964,206886.0,52.0,900.0,320.0,128.0,493,41,2.4,,800.0,5.0,730.0
965,212636.0,64.0,750.0,328.0,128.0,830,48,2.8,,3100.0,5.0,684.0
966,132946.0,10.0,600.0,184.0,,149,42,2.8,,3100.0,4.1,687.0
967,211152.0,4.0,400.0,247.0,16.0,400,41,2.8,,3100.0,4.0,682.0
968,149562.0,148.0,587.0,253.0,,410,41,2.8,,3100.0,5.0,682.0
969,149562.0,148.0,587.0,253.0,,277,38,2.8,,3100.0,5.0,680.0
970,274699.0,62.0,,409.0,512.0,541,42,2.4,,3200.0,5.0,815.0
971,274699.0,62.0,,409.0,512.0,320,35,2.4,,3200.0,5.0,819.0
972,186043.0,64.0,800.0,278.0,128.0,584,41,2.8,,1000.0,4.2,879.0
973,194488.0,43.0,600.0,260.0,64.0,286,6,2.8,,1000.0,4.2,818.0
974,248555.0,24.0,650.0,350.0,64.0,496,39,2.4,,4050.0,4.2,570.0
975,248555.0,24.0,650.0,350.0,64.0,491,41,2.4,,4050.0,4.2,569.0
976,121523.0,143.0,720.0,232.0,128.0,776,34,3.2,,2500.0,5.0,705.0
977,274362.0,67.0,900.0,372.0,128.0,832,42,2.4,4.0,2000.0,4.2,1036.0
978,231090.0,66.0,680.0,330.0,128.0,516,39,2.4,,2100.0,4.0,1206.0
979,231090.0,66.0,680.0,330.0,128.0,41,4,2.4,,2100.0,4.0,1225.0
980,231090.0,66.0,680.0,330.0,128.0,136,3,2.4,0.0032,4500.0,4.0,2066.0
981,124499.0,46.0,430.0,210.0,,289,2,2.4,0.0032,4500.0,4.2,2049.0
982,124499.0,46.0,430.0,210.0,,327,2,2.4,0.0032,4500.0,4.2,2049.0
983,124499.0,46.0,430.0,210.0,,598,6,2.2,,1700.0,4.2,1067.0
984,117364.0,16.0,650.0,211.0,,822,42,5.0,8.0,5000.0,4.2,2552.0
985,186710.0,8.0,660.0,315.0,16.0,360,39,5.0,8.0,5000.0,5.0,2546.0
986,110592.0,9.0,450.0,205.0,32.0,368,39,5.0,8.0,5000.0,4.0,2546.0
987,147102.0,,840.0,284.0,,154,1,5.0,8.0,5000.0,5.1,2999.0
988,,148.0,585.0,,128.0,3,1,5.0,8.0,5000.0,5.0,2999.0
989,,148.0,585.0,,128.0,237,27,5.0,16.0,5000.0,5.0,4175.0
990,,148.0,587.0,,,371,25,5.0,16.0,5000.0,5.0,4074.0
991,,148.0,587.0,,,353,25,5.0,16.0,5000.0,5.0,4074.0
992,,148.0,587.0,,,812,8,5.45,32.0,5000.0,5.0,4606.0
993,,57.0,950.0,221.0,128.0,618,8,5.45,32.0,5000.0,5.0,4671.0
994,,67.0,900.0,,64.0,247,1,5.5,32.0,9000.0,4.2,7399.0
995,,67.0,900.0,,64.0,42,2,5.0,32.0,3000.0,4.2,3999.0
996,,67.0,900.0,,64.0,182,38,5.7,16.0,5000.0,4.2,4983.0
997,,67.0,900.0,,64.0,67,3,5.7,32.0,6500.0,4.2,6603.0
998,,67.0,900.0,,64.0,306,39,2.4,,4400.0,4.2,1558.0
